#	Kanji	Reading	Definition	6K #	Jisho
344	パスポート	ぱすぽーと	passport	991	Jisho
345	いくつ	いくつ	how many, how old	1883	Jisho
346	前	まえ	front, before	133	Jisho
347	午前	ごぜん	morning, a.m.	137	Jisho
348	午後	ごご	afternoon, p.m.	136	Jisho
349	牛	うし	cattle, cow	558	Jisho
350	牛乳	ぎゅうにゅう	milk	1862	Jisho
351	メニュー	めにゅー	menu	1101	Jisho
352	半日	はんにち	half a day	563	Jisho
353	半月	はんつき	half a month	562	Jisho
354	半年	はんとし	half a year	4145	Jisho
355	半分	はんぶん	half	559	Jisho
356	レシート	れしーと	receipt	1701	Jisho
357	今朝	けさ	this morning		Jisho
358	毎朝	まいあさ	every morning	564	Jisho
359	朝	あさ	morning	138	Jisho
360	昼休み	ひるやすみ	lunch break	567	Jisho
361	昼間	ひるま	daytime, during the day	569	Jisho
362	昼前	ひるまえ	in the morning, before noon	568	Jisho
363	昼	ひる	daytime, midday	139	Jisho
364	ティッシュ	てぃっしゅ	tissue	1711	Jisho
365	今晩	こんばん	this evening, tonight	142	Jisho
366	毎晩	まいばん	every evening	570	Jisho
367	晩	ばん	evening	141	Jisho
368	パート	ぱーと	part-time		Jisho
369	今夜	こんや	tonight, this evening	572	Jisho
370	夜中	よなか	midnight	574	Jisho
371	昨夜	ゆうべ	last night, last evening (colloquial)	573	Jisho
372	夜	よる	night (from sunset to sunrise)	143	Jisho
373	おじさん	おじさん	uncle	1371	Jisho
374	夕方	ゆうがた	evening		Jisho
375	朝食	ちょうしょく	breakfast (formal)	578	Jisho
376	昼食	ちゅうしょく	lunch	577	Jisho
377	夕食	ゆうしょく	supper, dinner	579	Jisho
378	食べる	たべる	eat	144	Jisho
379	食器	しょっき	tableware	2819	Jisho
380	食堂	しょくどう	cafeteria, restaurant	1933	Jisho
381	おばさん	おばさん	aunt		Jisho
382	いとこ	いとこ	cousin	1241	Jisho
383	朝ご飯	あさごはん	breakfast		Jisho
384	夕飯	ゆうはん	evening meal, dinner	580	Jisho
385	ご飯	ごはん	meal, cooked rice	146	Jisho
386	花	はな	flower	497	Jisho
387	見方	みかた	view, perspective	582	Jisho
388	花見	はなみ	flower viewing	583	Jisho
389	見る	みる	see, look at	148	Jisho
390	見せる	みせる	show	149	Jisho
391	見つける	みつける	find	151	Jisho
392	見える	みえる	be visible, can see	152	Jisho
393	見つかる	みつかる	be found, be caught	153	Jisho
394	どっち	どっち	which	1511	Jisho
395	そっち	そっち	there	1736	Jisho
396	一言	ひとこと	single word, brief speech	4171	Jisho
397	言い方	いいかた	way of speaking, expression	584	Jisho
398	言う	いう	say, tell	154	Jisho
399	あっち	あっち	other side, over there	1801	Jisho
400	話す	はなす	speak, talk	155	Jisho
401	話	はなし	talk, story	585	Jisho
402	読み方	よみかた	how to read, way of reading	588	Jisho
403	読む	よむ	read	156	Jisho
404	読み	よみ	reading	587	Jisho
405	ちょうど	ちょうど	just, exactly	1876	Jisho
406	文句	もんく	complaint, grumble	5790	Jisho
407	文章	ぶんしょう	sentence, writing	1935	Jisho
408	ようこそ	ようこそ	welcome	1941	Jisho
409	文字	もじ	character, letter, writing	593	Jisho
410	字	じ	(individual) character, letter	595	Jisho
411	ローマ字	ろーまじ	Roman alphabet	594	Jisho
412	漢字	かんじ	Chinese character	157	Jisho
413	ウェーター	うぇーたー	waiter	1946	Jisho
414	書き方	かきかた	how to write, way of writing	597	Jisho
415	読書	どくしょ	reading	4175	Jisho
416	書く	かく	write	158	Jisho
417	覚える	おぼえる	memorize, learn	159	Jisho
418	覚める	さめる	awake, wake up (naturally)	598	Jisho
419	覚ます	さます	awaken, wake up	599	Jisho
420	ウェートレス	うぇーとれす	waitress	1816	Jisho
421	大会	たいかい	tournament, event	600	Jisho
422	出会う	であう	meet, encounter	4183	Jisho
423	会話	かいわ	conversation	602	Jisho
424	会う	あう	meet	161	Jisho
425	ごちそう	ごちそう	feast, treat	1836	Jisho
426	間に合う	まにあう	be in time, suffice	605	Jisho
427	話し合う	はなしあう	discuss, talk over	603	Jisho
428	合う	あう	fit, match	604	Jisho
429	フォーク	ふぉーく	fork	1461	Jisho
430	会社	かいしゃ	company, corporation	607	Jisho
431	社会	しゃかい	society	608	Jisho
432	神社	じんじゃ	Shinto shrine	1448	Jisho
433	仕方	しかた	way, method	610	Jisho
434	仕舞う	しまう	put away, put in	1925	Jisho
435	スプーン	すぷーん	spoon	1436	Jisho
436	火事	かじ	fire	613	Jisho
437	大事	だいじ	importance	614	Jisho
438	食事	しょくじ	meal	612	Jisho
439	仕事	しごと	work, job	162	Jisho
440	つく	つく	be on, be switched on	1886	Jisho
441	事故	じこ	accident, trouble	615	Jisho
442	故障	こしょう	malfunction, breakdown	1367	Jisho
443	電気	でんき	electricity, electric light		Jisho
444	電話	でんわ	telephone, phone call	619	Jisho
445	携帯電話	けいたいでんわ	cellular phone		Jisho
446	ぬるい	ぬるい	tepid, lukewarm	1906	Jisho
447	場合	ばあい	situation, case	163	Jisho
448	電車	でんしゃ	train	165	Jisho
449	車	くるま	car, automobile	164	Jisho
450	駐車場	ちゅうしゃじょう	parking area, parking lot	1740	Jisho
451	たばこ	たばこ	tobacco, cigarette	1871	Jisho
452	社員	しゃいん	staff member, employee	609	Jisho
453	駅員	えきいん	station attendant	623	Jisho
454	駅	えき	train station	166	Jisho
455	アイスコーヒー	あいすこーひー	iced coffee	1796	Jisho
456	交通事故	こうつうじこ	traffic accident	628	Jisho
457	通う	かよう	go to and from, frequent a place	627	Jisho
458	通る	とおる	pass, go through	625	Jisho
459	通り	とおり	street, road	624	Jisho
460	交通費	こうつうひ	traveling expense, transportation fee		Jisho
461	交差点	こうさてん	crossing, intersection	920	Jisho
462	なるほど	なるほど	I see, really	4566	Jisho
463	水道	すいどう	tap water	629	Jisho
464	車道	しゃどう	road, roadway	630	Jisho
465	道	みち	road, street	167	Jisho
466	つまり	つまり	in short, basically	531	Jisho
467	土地	とち	land	633	Jisho
468	地下	ちか	underground	4222	Jisho
469	地下鉄	ちかてつ	subway	684	Jisho
470	地域	ちいき	region, area	1645	Jisho
471	そのまま	そのまま	as it is, just like that	561	Jisho
472	他	ほか	other (Japanese origin)	168	Jisho
473	他	た	other (Chinese origin)	635	Jisho
474	中止	ちゅうし	suspension, cancellation	4229	Jisho
475	止める	やめる	stop, give up	169	Jisho
476	止まる	とまる	come to a stop, cease	638	Jisho
477	止む	やむ	stop, cease	639	Jisho
478	止める	とめる	stop (something/someone)	637	Jisho
479	はっきり	はっきり	clearly	526	Jisho
480	歩道	ほどう	sidewalk, pavement	640	Jisho
481	歩く	あるく	walk, go on foot	171	Jisho
482	散歩	さんぽ	walk, stroll		Jisho
483	にんじん	にんじん	carrot	1901	Jisho
484	走る	はしる	run		Jisho
485	渡す	わたす	hand over, give	642	Jisho
486	渡る	わたる	cross, go across	643	Jisho
487	ジャガイモ	じゃがいも	potato	1861	Jisho
488	年度	ねんど	year, school year	644	Jisho
489	何度	なんど	how many times, how many degrees	647	Jisho
490	今度	こんど	this time, next time	645	Jisho
491	度々	たびたび	often	4234	Jisho
492	ナス	なす	eggplant	1989	Jisho
493	最近	さいきん	recent, latest	648	Jisho
494	近い	ちかい	near, close	174	Jisho
495	近く	ちかく	near, close to	173	Jisho
496	近く	ちかく	soon, before long		Jisho
497	やかん	やかん	kettle	1936	Jisho
498	遠い	とおい	far, distant	176	Jisho
499	遠く	とおく	far away, at a distance	649	Jisho
500	遠慮	えんりょ	restraint, hold back	1958	Jisho
501	長男	ちょうなん	eldest son	654	Jisho
502	長女	ちょうじょ	eldest daughter	655	Jisho
503	会長	かいちょう	president, chairperson	652	Jisho
504	社長	しゃちょう	president (of a company)	650	Jisho
505	長い	ながい	long	177	Jisho
506	長さ	ながさ	length	653	Jisho
507	ごちそうする	ごちそうする	treat	1841	Jisho
508	なぜ	なぜ	why	556	Jisho
509	短い	みじかい	short, brief	178	Jisho
510	広い	ひろい	wide, big	179	Jisho
511	広さ	ひろさ	area, extent	658	Jisho
512	広まる	ひろまる	spread, get around	4249	Jisho
513	広がる	ひろがる	spread out, extend	657	Jisho
514	いたずら	いたずら	mischief, prank	1811	Jisho
515	体	からだ	body, physique	98	Jisho
516	全体	ぜんたい	whole, total	659	Jisho
517	安全	あんぜん	safety, security	662	Jisho
518	全く	まったく	entirely, truly	660	Jisho
519	くし	くし	comb	1826	Jisho
520	一部	いちぶ	part	663	Jisho
521	部分	ぶぶん	part, section	664	Jisho
522	全部	ぜんぶ	all, whole	181	Jisho
523	こぼれる	こぼれる	spill, overflow	1846	Jisho
524	英語	えいご	English	592	Jisho
525	帰国	きこく	return to one's country	670	Jisho
526	外国人	がいこくじん	foreigner	672	Jisho
527	外国	がいこく	foreign country	668	Jisho
528	外国語	がいこくご	foreign language	673	Jisho
529	国内	こくない	domestic, internal	665	Jisho
530	国	くに	country	182	Jisho
531	国籍	こくせき	nationality, citizenship	1622	Jisho
532	スポーツ	すぽーつ	sport	551	Jisho
533	チャンス	ちゃんす	chance	4283	Jisho
534	世界	せかい	world	674	Jisho
535	世紀	せいき	century	1454	Jisho
536	白い	しろい	white, blank	183	Jisho
537	白	しろ	white	675	Jisho
538	クリーニング	くりーにんぐ	dry cleaning	1831	Jisho
539	黒い	くろい	black, dark	677	Jisho
540	黒	くろ	black	678	Jisho
541	赤い	あかい	red	184	Jisho
542	赤	あか	red	680	Jisho
543	赤ちゃん	あかちゃん	baby (colloquial)	679	Jisho
544	サービス	さーびす	service, on the house	501	Jisho
545	銀行	ぎんこう	bank	682	Jisho
546	銀	ぎん	silver	683	Jisho
547	牛肉	ぎゅうにく	beef	685	Jisho
548	肉	にく	flesh, meat		Jisho
549	グループ	ぐるーぷ	group	506	Jisho
550	魚	さかな	fish		Jisho
551	分野	ぶんや	field, area	689	Jisho
552	野菜	やさい	vegetable	690	Jisho
553	本屋	ほんや	bookstore (colloquial)	692	Jisho
554	部屋	へや	room	185	Jisho
555	そば屋	そばや	buckwheat noodle shop	694	Jisho
556	屋根	やね	roof	1678	Jisho
557	あちこち	あちこち	all over, here and there	706	Jisho
558	米	こめ	rice (grain)	186	Jisho
559	欧米	おうべい	Europe and America	3199	Jisho
560	そちら	そちら	there, that way	1501	Jisho
561	お茶	おちゃ	tea (polite)	698	Jisho
562	茶	ちゃ	tea	697	Jisho
563	紅茶	こうちゃ	black tea	1952	Jisho
564	茶碗	ちゃわん	rice bowl	699	Jisho
565	あちら	あちら	over there, that way	1651	Jisho
566	味	あじ	taste, flavor	700	Jisho
567	趣味	しゅみ	hobby, interest	1513	Jisho
568	味噌汁	みそしる	miso soup	1986	Jisho
569	もし	もし	if, in case of	566	Jisho
570	材料	ざいりょう	material, ingredient	1225	Jisho
571	給料	きゅうりょう	salary, pay	1347	Jisho
572	料理	りょうり	cooking	704	Jisho
573	修理	しゅうり	repair, mending	1368	Jisho
574	うるさい	うるさい	noisy, annoying	1161	Jisho
575	無理	むり	unreasonable, impossible	705	Jisho
576	無い	ない	to not be	189	Jisho
577	無くす	なくす	lose, get rid of	707	Jisho
578	無くなる	なくなる	get lost, go missing	708	Jisho
579	作文	さくぶん	composition, essay	709	Jisho
580	作る	つくる	make, create	191	Jisho
581	もちろん	もちろん	of course, no doubt	541	Jisho
582	用事	ようじ	errand, business	712	Jisho
583	用	よう	things to do	4305	Jisho
584	消す	けす	switch off, turn off	193	Jisho
585	消える	きえる	be extinguished, disappear	714	Jisho
586	消しゴム	けしごむ	eraser	715	Jisho
587	消防署	しょうぼうしょ	fire station	1903	Jisho
588	やはり	やはり	as expected	521	Jisho
589	売る	うる	sell	194	Jisho
590	売れる	うれる	sell, be in demand	717	Jisho
591	販売	はんばい	sale, selling	724	Jisho
592	よろしく	よろしく	one's regards	1721	Jisho
593	店員	てんいん	clerk, salesperson	719	Jisho
594	売店	ばいてん	booth, shop	720	Jisho
595	店	みせ	shop, store	195	Jisho
596	喫茶店	きっさてん	coffee shop, café	1805	Jisho
597	どなた	どなた	who	1546	Jisho
598	作品	さくひん	work of art, creation	723	Jisho
599	商品	しょうひん	goods, commodities	722	Jisho
600	アパート	あぱーと	apartment, flat	656	Jisho
601	二階	にかい	second floor, upstairs	725	Jisho
602	階段	かいだん	steps, flight of stairs	728	Jisho
603	値段	ねだん	price	730	Jisho
604	合格	ごうかく	pass an examination	733	Jisho
605	価格	かかく	price, value	732	Jisho
